id,label
845,1
846,0
847,0
848,0
849,1
850,1
851,0
852,1
853,0
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,0
863,0
864,1
865,1
866,0
867,1
868,0
869,1
870,0
871,1
872,1
873,1
874,0
875,1
876,1
877,1
878,1
879,1
880,1
881,0
882,1
883,0
884,1
885,1
886,1
887,0
888,0
889,1
890,0
891,0
892,1
893,0
894,1
895,1
896,0
897,0
898,1
899,1
900,0
901,1
902,0
903,1
904,1
905,1
906,0
907,1
908,1
909,0
910,0
911,0
912,1
913,0
914,0
915,1
916,1
917,0
918,0
919,1
920,1
921,0
922,0
923,1
924,1
925,1
926,1
927,0
928,0
929,1
930,0
931,1
932,1
933,0
934,0
935,1
936,1
937,1
938,1
939,1
940,0
941,0
942,1
943,0
944,0
945,1
946,1
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,1
957,0
958,0
959,1
960,1
961,0
962,1
963,0
964,0
965,1
966,1
967,0
968,1
969,1
970,0
971,1
972,0
973,0
974,0
975,1
976,0
977,1
978,0
979,1
980,0
981,0
982,0
983,0
984,1
985,0
986,1
987,0
988,0
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,1
997,0
998,1
999,1
1000,0
1001,1
1002,0
1003,1
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,1
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,1
1018,0
1019,1
1020,0
1021,1
1022,1
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,1
1035,0
1036,1
1037,0
1038,1
1039,0
1040,0
1041,1
1042,0
1043,0
1044,1
1045,0
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,1
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,0
1065,0
1066,1
1067,0
1068,0
1069,1
1070,1
1071,1
1072,1
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,1
1080,1
1081,1
1082,0
1083,1
1084,1
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,1
1117,0
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,1
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,1
1150,0
1151,1
1152,0
1153,0
1154,0
1155,1
1156,0
1157,1
1158,0
1159,1
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,0
1193,1
1194,0
1195,1
1196,0
1197,1
1198,0
1199,0
1200,0
1201,0
1202,1
1203,1
1204,0
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,0
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,0
1232,0
1233,0
1234,1
1235,1
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,1
1252,1
1253,1
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,1
1261,1
1262,0
1263,1
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,0
1282,1
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,1
1297,1
1298,0
1299,0
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,0
1307,0
1308,1
1309,1
1310,1
1311,0
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,1
1327,1
1328,1
1329,1
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,0
1343,0
1344,1
1345,0
1346,1
1347,1
1348,1
1349,0
1350,0
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,0
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,0
1375,1
1376,0
1377,1
1378,1
1379,1
1380,1
1381,0
1382,0
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,1
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,0
1410,0
1411,1
1412,1
1413,0
1414,1
1415,1
1416,1
1417,0
1418,1
1419,0
1420,1
1421,1
1422,0
1423,1
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,1
1436,1
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,0
1444,0
1445,0
1446,1
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,1
1454,0
1455,1
1456,1
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,0
1472,1
1473,0
1474,1
1475,1
1476,0
1477,0
1478,1
1479,1
1480,0
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,0
1496,0
1497,0
1498,1
1499,1
1500,0
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,1
1517,1
1518,1
1519,0
1520,1
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,1
1528,1
1529,0
1530,0
1531,0
1532,0
1533,1
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,0
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,1
1559,1
1560,0
1561,1
1562,1
1563,0
1564,1
1565,0
1566,1
1567,1
1568,0
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,1
1584,1
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,1
1596,1
1597,1
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,1
1606,0
1607,0
1608,1
1609,1
1610,0
1611,1
1612,1
1613,0
1614,0
1615,0
1616,1
1617,1
1618,0
1619,0
1620,0
1621,0
1622,1
1623,0
1624,0
1625,0
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,0
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,0
1641,1
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,0
1650,1
1651,1
1652,1
1653,1
1654,0
1655,1
1656,0
1657,0
1658,1
1659,0
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,1
1667,1
1668,0
1669,1
1670,0
1671,1
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,1
1687,0
1688,0
1689,1
1690,0
1691,1
1692,1
1693,0
1694,1
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,0
1705,1
1706,0
1707,1
1708,1
1709,1
1710,0
1711,1
1712,0
1713,1
1714,1
1715,0
1716,0
1717,0
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,1
1726,1
1727,1
1728,1
1729,0
1730,1
1731,1
1732,0
1733,1
1734,0
1735,0
1736,0
1737,1
1738,1
1739,0
1740,1
1741,1
1742,1
1743,0
1744,1
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,0
1752,0
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1761,1
1762,0
1763,0
1764,1
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,1
1773,0
1774,1
1775,1
1776,1
1777,0
1778,1
1779,1
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,1
1788,0
1789,0
1790,0
1791,0
1792,1
1793,1
1794,1
1795,1
1796,0
1797,1
1798,0
1799,0
1800,0
1801,1
1802,1
1803,1
1804,1
1805,0
1806,1
1807,0
1808,1
1809,0
1810,1
1811,0
1812,1
1813,1
1814,0
1815,1
1816,0
1817,1
1818,1
1819,0
1820,1
1821,1
1822,0
1823,1
1824,0
1825,0
1826,0
1827,1
1828,1
1829,0
1830,0
1831,0
1832,0
1833,1
1834,1
1835,0
1836,0
1837,0
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,1
1847,1
1848,1
1849,0
1850,1
1851,1
1852,1
1853,0
1854,0
1855,1
1856,1
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,0
1867,1
1868,1
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,1
1876,1
1877,0
1878,1
1879,1
1880,0
1881,0
1882,1
1883,1
1884,0
1885,1
1886,1
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,0
1894,1
1895,1
1896,1
1897,0
1898,1
1899,1
1900,0
1901,0
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,1
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,0
1917,1
1918,1
1919,1
1920,0
1921,0
1922,1
1923,1
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,1
1932,1
1933,1
1934,0
1935,1
1936,1
1937,1
1938,0
1939,1
1940,0
1941,0
1942,1
1943,0
1944,1
1945,1
1946,1
1947,1
1948,1
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,1
1958,0
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,1
1967,0
1968,1
1969,0
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,0
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,0
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,0
2003,1
2004,0
2005,1
2006,1
2007,0
2008,1
2009,1
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,1
2021,0
2022,1
2023,1
2024,1
2025,1
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,1
2033,1
2034,0
2035,1
2036,1
2037,0
2038,1
2039,0
2040,1
2041,0
2042,1
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,1
2056,1
2057,0
2058,1
2059,1
2060,1
2061,1
2062,0
2063,0
2064,1
2065,1
2066,1
2067,0
2068,0
2069,0
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,0
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,1
2090,1
2091,1
2092,0
2093,0
2094,1
2095,0
2096,1
2097,0
2098,1
2099,0
2100,1
2101,0
2102,0
2103,1
2104,1
2105,1
2106,0
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,0
2115,1
2116,0
2117,1
2118,0
2119,0
2120,1
2121,1
2122,0
2123,1
2124,0
2125,1
2126,1
2127,1
2128,1
2129,0
2130,1
2131,1
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
